Within Minutes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,Greater,Total Population
slum proportion,0.0,0.0,0.0,0.5518679604184084,0.8523908416342173,1.4525595339800492,2.4654929186445886,3.39510773156947,5.359722311258944,7.347799134131693,9.598729434368487,12.603604272773625,16.08660441808469,19.443859687166672,22.412292323775016,26.683772110708226,30.5425934535115,34.70749908885,39.53460396130139,44.3158117263765,48.82066345795349,52.76154754590667,55.12707224818527,58.23804292518921,61.70996347383011,64.67618288743469,68.9718809414991,72.97978969187379,75.70950969671672,79.04159356023052,81.4397751417821,82.9919649553143,85.46323392945496,87.46550219974651,89.38121163843562,90.96764811565409,92.72240315852042,94.55710728238536,95.99221013011261,97.0898784123277,97.8980295441801,98.41535164356004,98.87132313695074,98.97400018708056,99.13325081376905,99.28336147837999,99.28336147837999,99.32693378740827,99.35252824949617,99.40338902868564,99.47660020224922,99.52611475490338,99.64122319262869,99.71947429962617,99.83163820395741,99.90439300341191,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,2.842170943040401e-14,100.0
non proportion,0.24107708485644327,0.594960003221998,1.551508382341876,2.9722229115977177,4.2443561863164625,6.194596672139156,8.099151700284889,10.352963404607566,13.115842212848253,15.412630670022292,17.96390508236446,20.564280531582167,22.89287327757932,25.347689076118012,28.233130191580898,31.347047495556502,34.3976456585085,37.37493633135242,40.06612688561659,42.76692248985777,45.59104613465052,48.89504641620061,52.09048991937429,55.288206150484434,58.560066645085044,61.26445491685053,64.66571062522276,67.50866755188486,69.74461963599558,72.15990310061001,74.59358301675637,76.7022539736513,78.85597353886018,80.53086648131263,81.96454102419148,83.23637258043881,84.3116796195611,85.30859290917947,86.12018434059627,87.05868330245417,87.71311746458721,88.48682972166131,89.03738152977195,89.61464445604949,89.89973552086819,90.24033361574662,90.50502395807494,90.77186159792895,91.13684893979458,91.24777202166803,91.57081019340171,91.76955197611795,91.94895245912541,92.1118312747318,92.31593756675922,92.49201205738919,92.69771097169786,92.93380282155115,93.16983845754986,93.39036788286295,93.69304458434816,93.94223849056831,94.17480471652891,94.48923323450494,94.75100019128479,95.13055978795404,95.40904067367217,95.70218007803481,95.895949174102,96.13685275351985,96.39259846374482,96.57527839075333,96.82643219822138,97.04080985806756,97.18661633984237,97.37910416419831,97.51387795638519,97.69091966523253,97.89645550729435,98.10543122003098,98.34274404284696,98.4966803969238,98.67353990489701,98.83470529586613,98.96250459587752,99.15860908154521,99.29132897995903,99.40148751065864,99.50236930220832,99.58369666231503,99.65003332381957,99.6935107740925,99.72773038548655,99.78490193789138,99.82578534486368,99.8463920322816,99.87017695171095,99.89089510230332,99.92055924541347,99.92487045970049,99.93974048097725,99.94987914426355,99.97049160517042,99.98273772917796,99.98708778810945,99.9952666467601,99.99537475749753,99.99608981546379,99.99609223654818,99.99631888730559,99.99684351765771,99.99685012908058,99.9972927219449,99.99732438228092,99.99732438228092,99.99741586488139,99.99755544970822,99.99755544970822,99.99755544970822,99.99755544970822,0.002444550291784253,100.0
