Within Minutes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,Greater,Total Population
IS 3km,0.0,0.6169546013082872,0.6283467916338343,2.640048641292406,4.215929894725055,5.133869237788224,7.990564762023636,10.736662737286396,15.455713755897232,18.845764915070344,23.74094667497375,29.901562303441253,35.48183167366571,39.393208033112444,46.82600662059247,51.38371771637169,55.88879456429354,60.76000583067377,64.7392831734921,67.79152293407488,72.09577342919036,74.11612366001168,75.57989827821636,78.20850134667904,81.20635221260406,82.49829115663813,84.05569850248766,85.27602907497331,86.19281050679206,87.11843649419274,88.58481857483753,89.50097173389975,89.90638283299988,91.25811629123118,92.00000660614003,92.38441235668354,93.62240517980804,94.33917027304848,94.72731207562684,95.24420594585868,95.8894971237392,96.02305861031694,96.12190293893862,96.48091735549187,96.48091735549187,96.52823745995248,96.81199276048008,97.19582058270811,97.19582058270811,97.52275416605016,97.69966634702992,97.93782965791557,97.93782965791557,97.93782965791557,98.0390010189929,98.2781510598413,98.2781510598413,98.33853474585482,98.44851259920358,98.62076246963203,98.85520989503569,98.88779461507525,99.0148382348515,99.27839617541866,99.27839617541866,99.27839617541866,99.28894454952164,99.40406784893648,99.40406784893648,99.5323090177617,99.5323090177617,99.5323090177617,99.61600526447458,99.61600526447458,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.74846159164242,99.92282994780024,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,2.842170943040401e-14,100.0
IS 10km,0.0,0.5599681495985348,0.5699394192838559,2.7147458856549336,4.256682510370773,5.122267491837878,7.752764411650694,10.43676263759961,14.787356601738102,18.449659902335068,23.493408681741915,29.453401745872053,35.08645108219503,39.60742530369078,45.95200529033733,50.10850220564295,54.81414703476323,58.87555260684974,62.9171824242423,65.36165836526511,69.16820893581124,71.74871625177057,73.3651326168971,75.74520899165053,78.13792702046489,79.60201783257371,80.93820535720046,82.70145671983742,83.58180479623626,85.19296952401186,86.57117481223715,87.63414376330273,88.0791619824023,89.04547077521657,89.82410523116211,90.03913888447596,91.40907980202729,92.2317058521207,92.57143565640392,93.17607859220209,93.74088414550961,94.1098721795297,94.19638789155577,94.51062329897721,94.51062329897721,94.5974738253483,94.83568314318796,95.17163703956754,95.17163703956754,95.45779297934162,95.61263932730084,95.8652443298846,95.8652443298846,95.8652443298846,96.23905347451878,96.44837490300718,96.44837490300718,96.61349742129657,96.76989219917493,96.92065775542203,97.25963288052112,97.28815338639846,97.39935115946827,97.86347962992598,97.86347962992598,97.98866948995547,98.24823820798662,98.48113972264385,98.48113972264385,98.71228424544111,98.71228424544111,98.8537130007868,98.92697001491443,98.92697001491443,99.04290538133434,99.07669385694233,99.17003907403127,99.17003907403127,99.17003907403127,99.17003907403127,99.17003907403127,99.17003907403127,99.17003907403127,99.18737544442783,99.18737544442783,99.18737544442783,99.21300242281363,99.21300242281363,99.21300242281363,99.21300242281363,99.24747391537537,99.29661376608718,99.29661376608718,99.32299019361405,99.32299019361405,99.32299019361405,99.32299019361405,99.32299019361405,99.39168703357889,99.39168703357889,99.39168703357889,99.54430684189938,99.61185165813971,99.6744446777902,99.6744446777902,99.6744446777902,99.6744446777902,99.6744446777902,99.6744446777902,99.6744446777902,99.6744446777902,99.6744446777902,99.6744446777902,99.6744446777902,99.6744446777902,99.6744446777902,99.6744446777902,99.6744446777902,99.73384989663151,99.73384989663151,0.26615010336848854,100.0
FS 3km,0.31542795364476683,1.4153482422618766,3.0330516836293118,5.00385096951169,7.960347359020872,11.262503904591807,15.219029739548539,18.90282009751727,22.726620516663505,26.2898392715051,29.902126013767166,33.7529638817461,38.012140711514384,41.5525983603671,45.61237901111533,49.32220541091823,52.92920521992861,56.34304520185663,59.73005106799468,62.74523901965521,65.46961577127917,68.03073988117096,70.39440150598861,72.53899588435283,74.46116226528588,76.26223847329933,78.06735408850129,79.56675954321143,81.13634494220408,82.50147249128254,83.92190956081073,85.14332319976215,86.23140641999932,87.26612431744263,88.32309408479631,89.23252228486064,90.01910807383975,90.76073122884311,91.6424516819584,92.21108720631352,92.78784380731545,93.22546492931546,93.62891657346269,94.15970077432675,94.59354884748902,94.93069610105091,95.23940941902167,95.56679940219016,95.91210650369901,96.17831673047736,96.44108553219401,96.70312834145173,96.982824779308,97.23368599809766,97.43445449861338,97.67501215998435,97.8828570457404,98.1117989097927,98.29179865344231,98.42301926511632,98.53575817250204,98.66340600862442,98.79934168655073,98.91104872315188,99.02865198656457,99.14652194014441,99.23196326360878,99.28346003852786,99.32004357844957,99.38551452267848,99.45031865855253,99.48278540150294,99.52845903964602,99.5769808344035,99.63168696083147,99.68643966051035,99.7316761844132,99.76636659483114,99.81165868320502,99.85218100798005,99.87353582757277,99.88236284535844,99.88954505477548,99.9001820852248,99.90034548471917,99.90443874185259,99.90495472906416,99.91007016546635,99.91326447585989,99.91696812329374,99.9254942275629,99.9270628893124,99.93082191113201,99.93510150961991,99.93787963774724,99.94676842187359,99.9563413865047,99.95676116221401,99.966058235275,99.96670333239098,99.96807613601335,99.96878890519912,99.97019200959156,99.9720163356316,99.97212972720959,99.97668268863882,99.97884226661579,99.97906204461005,99.98251647549327,99.98357452500656,99.98473689179534,99.98643311996534,99.98781783431767,99.99278740740768,99.99278740740768,99.99278740740768,99.99366262291909,99.99366262291909,99.9972539604991,99.9972539604991,0.0027460395009057947,100.0
FS 5km,0.34351760071887744,1.3793447830340166,2.8511633809274923,4.808952038263265,7.547046875292075,10.642400568629498,14.31947136882388,17.80798109510251,21.556063186307753,25.157025878167033,28.658469282171346,32.51675793301105,36.56145294317256,39.94456203805617,43.82949926808434,47.533467971233634,51.06820946917341,54.470257410743216,57.62604399737944,60.488031538200815,63.09573663161978,65.59612319825956,67.90006271293201,69.90420454858108,71.83500122702469,73.60462782647524,75.27060484509792,76.69075499210143,78.18109722337302,79.5862519460813,80.97584164075741,82.14861359364824,83.19727137937699,84.14305175283116,85.07222199267997,85.98781229209959,86.77177628574407,87.56605558638287,88.3381999492283,88.92068700872038,89.47816381357995,89.90845460905183,90.27751325177329,90.78247427610287,91.19337563286308,91.52432004486349,91.82774855705837,92.15189903961736,92.47547629783402,92.7249716248894,92.97554378008822,93.23644631240671,93.4815527140785,93.70877152945886,93.9229899852575,94.14584004017213,94.36981474111377,94.5941809364577,94.80273228385701,94.95437884860996,95.11747528056483,95.2624417110372,95.43550532170511,95.58128191499698,95.73653636424311,95.89904947584624,96.02754801120108,96.12571481043943,96.18891671233621,96.29529453512608,96.41150404521962,96.49879947898083,96.60595388801654,96.73145680162224,96.83627623738373,96.95613611162926,97.09818056003523,97.20484387057931,97.31903467679336,97.44640073615723,97.5609498259541,97.6620297479273,97.72410369224674,97.83818241120832,97.8988919259329,97.98916635090299,98.0640825162803,98.13116786871934,98.20844051779905,98.27755097849763,98.3627961174118,98.40772979743927,98.47729795846183,98.52632375025685,98.57679117415084,98.6373307812707,98.69262277161287,98.73929895042912,98.78584739155964,98.82509928790193,98.8632816282615,98.90274628581359,98.94146090693329,98.9792699084983,99.00939680575806,99.04075142155435,99.07635605535182,99.097939441088,99.13183244877149,99.15972125862967,99.18226780278783,99.21025681648602,99.23020403842962,99.24945083880354,99.28505374664745,99.30332701433137,99.32458616684693,99.34786144508627,99.37178505228123,99.3942992616975,0.6057007383025024,100.0
